category, name, film, winner, 
CINEMATOGRAPHY (Color), "Rudolph Mat├⌐,  Allen M. Davey", Cover Girl, False, 
CINEMATOGRAPHY (Color), Edward Cronjager, Home in Indiana, False, 
CINEMATOGRAPHY (Color), Charles Rosher, Kismet, False, 
CINEMATOGRAPHY (Color), Ray Rennahan, Lady in the Dark, False, 
CINEMATOGRAPHY (Color), George Folsey, Meet Me in St. Louis, False, 
CINEMATOGRAPHY (Color), Leon Shamroy, Wilson, True, 
DIRECTING, Billy Wilder, Double Indemnity, False, 
DIRECTING, Leo McCarey, Going My Way, True, 
DIRECTING, Otto Preminger, Laura, False, 
DIRECTING, Alfred Hitchcock, Lifeboat, False, 
DIRECTING, Henry King, Wilson, False, 
DOCUMENTARY (Feature), United States Navy, The Fighting Lady, True, 
DOCUMENTARY (Feature), United States Army Air Force, Resisting Enemy Interrogation, False, 
DOCUMENTARY (Short Subject), United States Office of War Information Overseas Motion Picture Bureau, Arturo Toscanini, False, 
DOCUMENTARY (Short Subject), RKO Radio, New Americans, False, 
DOCUMENTARY (Short Subject), United States Marine Corps, With the Marines at Tarawa, True, 
FILM EDITING, Leroy Stone, Going My Way, False, 
FILM EDITING, Owen Marks, Janie, False, 
FILM EDITING, Roland Gross, None but the Lonely Heart, False, 
FILM EDITING, "Hal C. Kern,  James E. Newcom", Since You Went Away, False, 
FILM EDITING, Barbara McLean, Wilson, True, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Morris Stoloff,  Ernst Toch", Address Unknown, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Max Steiner, The Adventures of Mark Twain, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Dimitri Tiomkin, The Bridge of San Luis Rey, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Arthur Lange, Casanova Brown, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), H. J. Salter, Christmas Holiday, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Miklos Rozsa, Double Indemnity, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Walter Scharf,  Roy Webb", The Fighting Seabees, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Edward Paul,  Michel Michelet", The Hairy Ape, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Robert Stolz, It Happened Tomorrow, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Frederic Efrem Rich, Jack London, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Herbert Stothart, Kismet, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Hanns Eisler,  C. Bakaleinikoff", None but the Lonely Heart, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), David Rose, The Princess and the Pirate, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Max Steiner, Since You Went Away, True, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Karl Hajos, Summer Storm, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Franke Harling, Three Russian Girls, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Edward Paul, Up in Mabel's Room, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Michel Michelet, Voice in the Wind, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Alfred Newman, Wilson, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Miklos Rozsa, Woman of the Town, False, 
MUSIC (Scoring of a Musical Picture), Walter Scharf, Brazil, False, 
MUSIC (Scoring of a Musical Picture), "Morris Stoloff,  Carmen Dragon", Cover Girl, True, 
MUSIC (Scoring of a Musical Picture), C. Bakaleinikoff, Higher and Higher, False, 
MUSIC (Scoring of a Musical Picture), Ray Heindorf, Hollywood Canteen, False, 
MUSIC (Scoring of a Musical Picture), Alfred Newman, Irish Eyes Are Smiling, False, 
MUSIC (Scoring of a Musical Picture), "Werner R. Heymann,  Kurt Weill", Knickerbocker Holiday, False, 
MUSIC (Scoring of a Musical Picture), Robert Emmett Dolan, Lady in the Dark, False, 
MUSIC (Scoring of a Musical Picture), Edward Kay, "Lady,  Let's Dance", False, 
MUSIC (Scoring of a Musical Picture), Georgie Stoll, Meet Me in St. Louis, False, 
MUSIC (Scoring of a Musical Picture), H. J. Salter, The Merry Monahans, False, 
MUSIC (Scoring of a Musical Picture), "Ferde Grofe,  Leo Erdody", Minstrel Man, False, 
MUSIC (Scoring of a Musical Picture), Mahlon Merrick, Sensations of 1945, False, 
MUSIC (Scoring of a Musical Picture), Charles Previn, Song of the Open Road, False, 
MUSIC (Scoring of a Musical Picture), "Ray Heindorf,  Louis Forbes", Up in Arms, False, 
MUSIC (Song), Music by Jimmy McHugh; Lyrics by Harold Adamson, Higher and Higher, False, 
MUSIC (Song), Music by Jule Styne; Lyrics by Sammy Cahn, Follow the Boys, False, 
MUSIC (Song), Music by James V. Monaco; Lyrics by Mack Gordon, Sweet and Low-Down, False, 
MUSIC (Song), Music by Jerome Kern; Lyrics by Ira Gershwin, Cover Girl, False, 
MUSIC (Song), Music by Harold Arlen; Lyrics by Ted Koehler, Up in Arms, False, 
MUSIC (Song), Music by Harry Revel; Lyrics by Paul Webster, Minstrel Man, False, 
MUSIC (Song), Music by Ary Barroso; Lyrics by Ned Washington, Brazil, False, 
MUSIC (Song), Music by Lew Pollack; Lyrics by Charles Newman, "Lady,  Let's Dance", False, 
MUSIC (Song), Music by M. K. Jerome; Lyrics by Ted Koehler, Hollywood Canteen, False, 
MUSIC (Song), Music by James Van Heusen; Lyrics by Johnny Burke, Going My Way, True, 
MUSIC (Song), Music by Walter Kent; Lyrics by Kim Gannon, Song of the Open Road, False, 
MUSIC (Song), Music and Lyrics by Ralph Blane and Hugh Martin, Meet Me in St. Louis, False, 
BEST MOTION PICTURE, Paramount, Double Indemnity, False, 
BEST MOTION PICTURE, Metro-Goldwyn-Mayer, Gaslight, False, 
BEST MOTION PICTURE, Paramount, Going My Way, True, 
BEST MOTION PICTURE, Selznick International Pictures, Since You Went Away, False, 
BEST MOTION PICTURE, 20th Century-Fox, Wilson, False, 
SHORT SUBJECT (Cartoon), "George Pal,  Producer", And to Think I Saw It on Mulberry Street, False, 
SHORT SUBJECT (Cartoon), Screen Gems, "Dog,  Cat and Canary", False, 
SHORT SUBJECT (Cartoon), "Walter Lantz,  Producer", Fish Fry, False, 
SHORT SUBJECT (Cartoon), "Walt Disney,  Producer", How to Play Football, False, 
SHORT SUBJECT (Cartoon), "Frederick C. Quimby,  Producer", Mouse Trouble, True, 
SHORT SUBJECT (Cartoon), "Paul Terry,  Producer", My Boy Johnny, False, 
SHORT SUBJECT (Cartoon), Warner Bros., Swooner Crooner, False, 
SHORT SUBJECT (One-reel), "Edmund Reek,  Producer", Blue Grass Gentlemen, False, 
SHORT SUBJECT (One-reel), "Gordon Hollingshead,  Producer", Jammin' the Blues, False, 
SHORT SUBJECT (One-reel), "Pete Smith,  Producer", Movie Pests, False, 
SHORT SUBJECT (One-reel), "Ralph Staub,  Producer", Screen Snapshots' 50th Anniversary of Motion Pictures, False, 
SHORT SUBJECT (One-reel), "Jerry Fairbanks,  Producer", Who's Who in Animal Land, True, 
SHORT SUBJECT (Two-reel), "Louis Harris,  Producer", Bombalera, False, 
SHORT SUBJECT (Two-reel), "Gordon Hollingshead,  Producer", I Won't Play, True, 
SHORT SUBJECT (Two-reel), "Jerry Bresler,  Producer; Herbert Moulton,  Associate Producer", Main Street Today, False, 
SOUND RECORDING, "Republic Studio Sound Department,  Daniel J. Bloomberg,  Sound Director", Brazil, False, 
SOUND RECORDING, "Samuel Goldwyn Studio Sound Department,  Thomas T. Moulton,  Sound Director", Casanova Brown, False, 
SOUND RECORDING, "Columbia Studio Sound Department,  John Livadary,  Sound Director", Cover Girl, False, 
SOUND RECORDING, "Paramount Studio Sound Department,  Loren L. Ryder,  Sound Director", Double Indemnity, False, 
SOUND RECORDING, "Universal Studio Sound Department,  Bernard B. Brown,  Sound Director", His Butler's Sister, False, 
SOUND RECORDING, "Warner Bros. Studio Sound Department,  Nathan Levinson,  Sound Director", Hollywood Canteen, False, 
SOUND RECORDING, "Sound Service,  Inc.,  Jack Whitney,  Sound Director", It Happened Tomorrow, False, 
SOUND RECORDING, "Metro-Goldwyn-Mayer Studio Sound Department,  Douglas Shearer,  Sound Director", Kismet, False, 
SOUND RECORDING, "RKO Radio Studio Sound Department,  Stephen Dunn,  Sound Director", Music in Manhattan, False, 
SOUND RECORDING, "RCA Sound,  W. M. Dalgleish,  Sound Director", Voice in the Wind, False, 
SOUND RECORDING, "20th Century-Fox Studio Sound Department,  E. H. Hansen,  Sound Director", Wilson, True, 
SPECIAL EFFECTS, "Photographic Effects by Paul Detlefsen,  John Crouse; Sound Effects by Nathan Levinson", The Adventures of Mark Twain, False, 
SPECIAL EFFECTS, "Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart,  Roy Granville", Days of Glory, False, 
SPECIAL EFFECTS, "Photographic Effects by David Allen,  Ray Cory,  Robert Wright; Sound Effects by Russell Malmgren,  Harry Kusnick", Secret Command, False, 
SPECIAL EFFECTS, Photographic Effects by John R. Cosgrove; Sound Effects by Arthur Johns, Since You Went Away, False, 
SPECIAL EFFECTS, "Photographic Effects by Gordon Jennings,  Farciot Edouart; Sound Effects by George Dutton", The Story of Dr. Wassell, False, 
SPECIAL EFFECTS, "Photographic Effects by A. Arnold Gillespie,  Donald Jahraus,  Warren Newcombe; Sound Effects by Douglas Shearer", Thirty Seconds over Tokyo, True, 
SPECIAL EFFECTS, Photographic Effects by Fred Sersen; Sound Effects by Roger Heman, Wilson, False, 
WRITING (Original Motion Picture Story), Leo McCarey, Going My Way, True, 
WRITING (Original Motion Picture Story), "Chandler Sprague,  David Boehm", A Guy Named Joe, False, 
WRITING (Original Motion Picture Story), John Steinbeck, Lifeboat, False, 
WRITING (Original Motion Picture Story), "Alfred Neumann,  Joseph Than", None Shall Escape, False, 
WRITING (Original Motion Picture Story), "Edward Doherty,  Jules Schermer", The Sullivans, False, 
WRITING (Original Screenplay), Preston Sturges, Hail the Conquering Hero, False, 
WRITING (Original Screenplay), Preston Sturges, The Miracle of Morgan's Creek, False, 
WRITING (Original Screenplay), "Richard Connell,  Gladys Lehman", Two Girls and a Sailor, False, 
WRITING (Original Screenplay), Lamar Trotti, Wilson, True, 
WRITING (Original Screenplay), Jerome Cady, Wing and a Prayer, False, 
WRITING (Screenplay), "Billy Wilder,  Raymond Chandler", Double Indemnity, False, 
WRITING (Screenplay), "John Van Druten,  Walter Reisch,  John L. Balderston", Gaslight, False, 
WRITING (Screenplay), "Frank Butler,  Frank Cavett", Going My Way, True, 
WRITING (Screenplay), "Jay Dratler,  Samuel Hoffenstein,  Betty Reinhardt", Laura, False, 
WRITING (Screenplay), "Irving Brecher,  Fred F. Finklehoffe", Meet Me in St. Louis, False, 
SPECIAL AWARD,  Margaret O'Brien, , True, 
SPECIAL AWARD,  Bob Hope for his many services to the Academy., , True, 
IRVING G. THALBERG MEMORIAL AWARD, Darryl F. Zanuck, , True, 
ACTOR, Bing Crosby, The Bells of St. Mary's, False, 
ACTOR, Gene Kelly, Anchors Aweigh, False, 
ACTOR, Ray Milland, The Lost Weekend, True, 
ACTOR, Gregory Peck, The Keys of the Kingdom, False, 
ACTOR, Cornel Wilde, A Song to Remember, False, 
ACTOR IN A SUPPORTING ROLE, Michael Chekhov, Spellbound, False, 
ACTOR IN A SUPPORTING ROLE, John Dall, The Corn Is Green, False, 
ACTOR IN A SUPPORTING ROLE, James Dunn, A Tree Grows in Brooklyn, True, 
ACTOR IN A SUPPORTING ROLE, Robert Mitchum, G. I. Joe, False, 
ACTOR IN A SUPPORTING ROLE, J. Carrol Naish, A Medal for Benny, False, 
ACTRESS, Ingrid Bergman, The Bells of St. Mary's, False, 
ACTRESS, Joan Crawford, Mildred Pierce, True, 
ACTRESS, Greer Garson, The Valley of Decision, False, 
ACTRESS, Jennifer Jones, Love Letters, False, 
ACTRESS, Gene Tierney, Leave Her to Heaven, False, 
ACTRESS IN A SUPPORTING ROLE, Eve Arden, Mildred Pierce, False, 
ACTRESS IN A SUPPORTING ROLE, Ann Blyth, Mildred Pierce, False, 
ACTRESS IN A SUPPORTING ROLE, Angela Lansbury, The Picture of Dorian Gray, False, 
ACTRESS IN A SUPPORTING ROLE, Joan Lorring, The Corn Is Green, False, 
ACTRESS IN A SUPPORTING ROLE, Anne Revere, National Velvet, True, 
ART DIRECTION (Black-and-White), Art Direction:  Wiard Ihnen;  Interior Decoration:  A. Roland Fields, Blood on the Sun, True, 
ART DIRECTION (Black-and-White), "Art Direction:  Albert S. D'Agostino,  Jack Okey;  Interior Decoration:  Darrell Silvera,  Claude Carpenter", Experiment Perilous, False, 
ART DIRECTION (Black-and-White), "Art Direction:  James Basevi,  William Darling;  Interior Decoration:  Thomas Little,  Frank E. Hughes", The Keys of the Kingdom, False, 
ART DIRECTION (Black-and-White), "Art Direction:  Hans Dreier,  Roland Anderson;  Interior Decoration:  Sam Comer,  Ray Moyer", Love Letters, False, 
ART DIRECTION (Black-and-White), "Art Direction:  Cedric Gibbons,  Hans Peters;  Interior Decoration:  Edwin B. Willis,  Hugh Hunt,  John Bonar", The Picture of Dorian Gray, False, 
ART DIRECTION (Color), "Art Direction:  Hans Dreier,  Ernst Fegte;  Interior Decoration:  Sam Comer", Frenchman's Creek, True, 
ART DIRECTION (Color), "Art Direction:  Lyle Wheeler,  Maurice Ransford;  Interior Decoration:  Thomas Little", Leave Her to Heaven, False, 
ART DIRECTION (Color), "Art Direction:  Cedric Gibbons,  Urie McCleary;  Interior Decoration:  Edwin B. Willis,  Mildred Griffiths", National Velvet, False, 
ART DIRECTION (Color), Art Direction:  Ted Smith;  Interior Decoration:  Jack McConaghy, San Antonio, False, 
ART DIRECTION (Color), "Art Direction:  Stephen Goosson,  Rudolph Sternad;  Interior Decoration:  Frank Tuttle", A Thousand and One Nights, False, 
CINEMATOGRAPHY (Black-and-White), Arthur Miller, The Keys of the Kingdom, False, 
CINEMATOGRAPHY (Black-and-White), John F. Seitz, The Lost Weekend, False, 
CINEMATOGRAPHY (Black-and-White), Ernest Haller, Mildred Pierce, False, 
CINEMATOGRAPHY (Black-and-White), Harry Stradling, The Picture of Dorian Gray, True, 
CINEMATOGRAPHY (Black-and-White), George Barnes, Spellbound, False, 
CINEMATOGRAPHY (Color), "Robert Planck,  Charles Boyle", Anchors Aweigh, False, 
CINEMATOGRAPHY (Color), Leon Shamroy, Leave Her to Heaven, True, 
CINEMATOGRAPHY (Color), Leonard Smith, National Velvet, False, 
CINEMATOGRAPHY (Color), "Tony Gaudio,  Allen M. Davey", A Song to Remember, False, 
CINEMATOGRAPHY (Color), George Barnes, The Spanish Main, False, 
DIRECTING, Leo McCarey, The Bells of St. Mary's, False, 
DIRECTING, Billy Wilder, The Lost Weekend, True, 
DIRECTING, Clarence Brown, National Velvet, False, 
DIRECTING, Jean Renoir, The Southerner, False, 
DIRECTING, Alfred Hitchcock, Spellbound, False, 
DOCUMENTARY (Feature), United States Army Air Force, The Last Bomb, False, 
DOCUMENTARY (Feature), The Governments of Great Britain and the United States of America, The True Glory, True, 
DOCUMENTARY (Short Subject), "Gordon Hollingshead,  Producer", Hitler Lives?, True, 
DOCUMENTARY (Short Subject), United States Office of War Information Overseas Motion Picture Bureau, Library of Congress, False, 
DOCUMENTARY (Short Subject), United States Marine Corps, To the Shores of Iwo Jima, False, 
FILM EDITING, Harry Marker, The Bells of St. Mary's, False, 
FILM EDITING, Doane Harrison, The Lost Weekend, False, 
FILM EDITING, Robert J. Kern, National Velvet, True, 
FILM EDITING, George Amy, "Objective,  Burma!", False, 
FILM EDITING, Charles Nelson, A Song to Remember, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Robert Emmett Dolan, The Bells of St. Mary's, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Lou Forbes, Brewster's Millions, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Werner Janssen, Captain Kidd, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Roy Webb, The Enchanted Cottage, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Morton Scott,  Dale Butts", Flame of Barbary Coast, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Edward J. Kay, G. I. Honeymoon, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Louis Applebaum,  Ann Ronell", G. I. Joe, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Werner Janssen, Guest in the House, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Daniele Amfitheatrof, Guest Wife, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Alfred Newman, The Keys of the Kingdom, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Miklos Rozsa, The Lost Weekend, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Victor Young, Love Letters, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Karl Hajos, The Man Who Walked Alone, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Franz Waxman, "Objective,  Burma!", False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Alexander Tansman, Paris--Underground, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Miklos Rozsa,  Morris Stoloff", A Song to Remember, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Werner Janssen, The Southerner, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Miklos Rozsa, Spellbound, True, 
MUSIC (Music Score of a Dramatic or Comedy Picture), H. J. Salter, This Love of Ours, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), Herbert Stothart, The Valley of Decision, False, 
MUSIC (Music Score of a Dramatic or Comedy Picture), "Arthur Lange,  Hugo Friedhofer", The Woman in the Window, False, 
